county,week_start,kamis_price,kamis_std,agri_price,agri_std,temp_avg_c,temp_max_c,temp_min_c,rain_mm,price,kamis_smooth,agri_smooth,temp_range,rain_intensity,heavy_rain,heat_stress,strong_wind,month,price_lag_1,price_lag_2,price_lag_3,price_lag_4,price_lag_8,price_rolling_mean_4,price_rolling_std_4,price_rolling_mean_8,price_rolling_std_8,price_rolling_mean_12,price_rolling_std_12,week,year,month_sin,month_cos,week_sin,week_cos
Kiambu,2023-01-16,58.89,0.0,46.67,0.0,19.02857142857143,27.0,12.4,0.0,46.67,67.22333333333333,46.67,14.6,0,0,0,0,1,46.67,46.67,46.67,46.67,46.67,46.67,0.0,46.67,0.0,46.67,0.0,3,2023,0.49999999999999994,0.8660254037844387,0.3546048870425356,0.9350162426854148
Kiambu,2023-01-30,48.89,0.0,46.67,0.0,20.014285714285712,28.6,13.2,0.0,46.67,59.629999999999995,46.67,15.400000000000002,0,0,0,0,1,46.67,46.67,46.67,46.67,46.67,46.67,0.0,46.67,0.0,46.67,0.0,5,2023,0.49999999999999994,0.8660254037844387,0.5680647467311558,0.8229838658936564
Kiambu,2023-02-13,61.11,0.0,46.67,0.0,19.928571428571427,28.1,12.8,0.4,46.67,56.29666666666666,46.67,15.3,0,0,0,0,2,46.67,46.67,46.67,46.67,46.67,46.67,0.0,46.67,0.0,46.67,0.0,7,2023,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953
Kiambu,2023-07-24,68.89,0.0,46.67,0.0,16.8,25.3,10.6,2.3,46.67,59.629999999999995,46.67,14.700000000000001,0,0,0,0,7,46.67,46.67,46.67,46.67,46.67,46.67,0.0,46.67,0.0,46.67,0.0,30,2023,-0.4999999999999997,-0.8660254037844388,-0.46472317204376806,-0.8854560256532101
Kiambu,2023-07-31,66.67,0.0,46.67,0.0,16.5,26.3,11.9,14.2,46.67,65.55666666666667,46.67,14.4,0,0,0,0,7,46.67,46.67,46.67,46.67,46.67,46.67,0.0,46.67,0.0,46.67,0.0,31,2023,-0.4999999999999997,-0.8660254037844388,-0.5680647467311556,-0.8229838658936565
Kiambu,2023-08-07,60.0,0.0,46.67,0.0,16.5,23.7,10.5,7.3999999999999995,46.67,65.18666666666667,46.67,13.2,0,0,0,0,8,46.67,46.67,46.67,46.67,46.67,46.67,0.0,46.67,0.0,46.67,0.0,32,2023,-0.8660254037844384,-0.5000000000000004,-0.663122658240795,-0.7485107481711013
Kiambu,2023-10-02,60.0,0.0,46.67,0.0,18.52857142857143,27.4,12.1,22.4,46.67,62.223333333333336,46.67,15.299999999999999,0,1,0,0,10,46.67,46.67,46.67,46.67,46.67,46.67,0.0,46.67,0.0,46.67,0.0,40,2023,-0.8660254037844386,0.5000000000000001,-0.992708874098054,0.1205366802553232
Kiambu,2024-01-15,60.0,0.0,47.78,0.0,18.87142857142857,26.4,14.5,31.299999999999997,47.78,60.0,47.04,11.899999999999999,0,1,0,0,1,46.67,46.67,46.67,46.67,46.67,46.9475,0.5549999999999985,46.80875,0.39244426355853335,46.762499999999996,0.32042939940024195,3,2024,0.49999999999999994,0.8660254037844387,0.3546048870425356,0.9350162426854148
Kiambu,2024-02-05,60.0,0.0,47.78,0.0,19.957142857142856,26.8,15.1,2.1,47.78,60.0,47.410000000000004,11.700000000000001,0,0,0,0,2,47.78,46.67,46.67,46.67,46.67,47.225,0.6408587988004805,46.947500000000005,0.5138301553737661,46.855,0.4320669140096446,6,2024,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011
Kiambu,2024-02-12,60.0,0.0,44.44,0.0,20.657142857142855,29.1,12.9,0.7,44.44,60.0,46.666666666666664,16.200000000000003,0,0,0,0,2,47.78,47.78,46.67,46.67,46.67,46.667500000000004,1.574491981561039,46.66875,1.0307478214522572,46.66916666666666,0.8222525417560251,7,2024,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953
Kiambu,2024-03-04,60.0,0.0,37.78,0.0,20.314285714285713,28.0,14.1,3.1999999999999997,37.78,60.0,43.333333333333336,13.9,0,0,0,0,3,44.44,47.78,47.78,46.67,46.67,44.445,4.714046386421475,45.557500000000005,3.3073068456719557,45.928333333333335,2.69457985705761,10,2024,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557
Kiambu,2024-03-18,60.0,0.0,39.44,0.0,20.771428571428572,28.0,14.4,2.8,39.44,60.0,40.553333333333335,13.6,0,0,0,0,3,37.78,44.44,47.78,47.78,46.67,42.36,4.5900472038240965,44.65375,3.895418325234333,45.32583333333333,3.2621896113816047,12,2024,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323
Kiambu,2024-06-10,60.0,0.0,33.33,0.0,17.428571428571427,24.4,11.5,3.7,33.33,60.0,36.85,12.899999999999999,0,0,0,0,6,39.44,37.78,44.44,47.78,46.67,38.7475,4.588735301438382,42.986250000000005,5.452883739034663,44.21416666666667,4.7128865085448695,24,2024,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052
Kiambu,2024-07-29,60.0,0.0,32.22,0.0,16.7,23.8,10.2,6.4,32.22,60.0,34.99666666666666,13.600000000000001,0,0,0,0,7,33.33,39.44,37.78,44.44,46.67,35.692499999999995,3.4660772736144856,41.18,6.37382370099995,43.01,5.758416764733482,31,2024,-0.4999999999999997,-0.8660254037844388,-0.5680647467311556,-0.8229838658936565
Kiambu,2024-11-04,60.0,0.0,38.33,0.0,18.428571428571427,26.2,14.4,17.2,38.33,60.0,34.626666666666665,11.799999999999999,0,0,0,0,11,32.22,33.33,39.44,37.78,46.67,35.83,3.5853498202174765,40.1375,6.0198166796957375,42.315,5.7797727228043065,45,2024,-0.5000000000000004,0.8660254037844384,-0.7485107481711011,0.6631226582407952
Kiambu,2024-11-11,60.0,0.0,41.11,0.0,17.514285714285712,25.0,13.5,45.0,41.11,60.0,37.22,11.5,0,1,0,0,11,38.33,32.22,33.33,39.44,47.78,36.2475,4.191788599949527,39.30375,5.218705196557054,41.85166666666667,5.619554872914485,46,2024,-0.5000000000000004,0.8660254037844384,-0.6631226582407955,0.7485107481711007
Kiambu,2024-11-18,60.0,0.0,42.306666666666665,0.0,18.400000000000002,24.8,14.2,26.0,42.306666666666665,60.0,40.58222222222222,10.600000000000001,0,1,0,0,11,41.11,38.33,32.22,33.33,47.78,38.49166666666667,4.5007345079565875,38.61958333333333,4.210025614483046,41.488055555555555,5.416955695474531,47,2024,-0.5000000000000004,0.8660254037844384,-0.5680647467311559,0.8229838658936564
Kiambu,2024-11-25,60.0,0.0,40.81,0.0,18.214285714285715,24.1,13.6,42.3,40.81,60.0,41.40888888888889,10.500000000000002,0,1,0,0,11,42.306666666666665,41.11,38.33,32.22,44.44,40.63916666666667,1.669698076499679,38.16583333333333,3.6516879115245855,40.999722222222225,5.165647691958968,48,2024,-0.5000000000000004,0.8660254037844384,-0.4647231720437684,0.88545602565321
Kiambu,2024-12-02,60.0,0.0,41.23,0.0,19.071428571428573,26.5,13.6,4.8,41.23,60.0,41.44888888888889,12.9,0,0,0,0,12,40.81,42.306666666666665,41.11,38.33,37.78,41.36416666666666,0.652688882836086,38.59708333333333,3.80030468181215,40.54638888888889,4.851971682600193,49,2024,-2.4492935982947064e-16,1.0,-0.35460488704253595,0.9350162426854147
Kiambu,2024-12-09,60.0,0.0,40.55,0.0,19.82857142857143,26.8,14.4,6.0,40.55,60.0,40.86333333333333,12.4,0,0,0,0,12,41.23,40.81,42.306666666666665,41.11,39.44,41.22416666666666,0.7741393070156765,38.73583333333333,3.855340863607697,39.943888888888885,4.288215666532355,50,2024,-2.4492935982947064e-16,1.0,-0.2393156642875578,0.970941817426052
Kiambu,2025-01-06,60.0,0.0,41.11,0.0,19.75714285714286,27.1,12.7,1.5,41.11,60.0,40.96333333333333,14.400000000000002,0,0,0,0,1,40.55,41.23,40.81,42.306666666666665,33.33,40.925,0.30610455730036634,39.70833333333333,3.2269657476502713,39.38805555555555,3.5486809210552024,2,2025,0.49999999999999994,0.8660254037844387,0.23931566428755774,0.970941817426052
Kiambu,2025-01-13,60.0,0.0,42.5,0.0,19.62857142857143,26.6,13.8,0.5,42.5,60.0,41.38666666666666,12.8,0,0,0,0,1,41.11,40.55,41.23,40.81,32.22,41.3475,0.823503693576037,40.99333333333333,1.276245734411397,39.226388888888884,3.335387687651309,3,2025,0.49999999999999994,0.8660254037844387,0.3546048870425356,0.9350162426854148
Kiambu,2025-01-20,60.0,0.0,42.55,0.0,20.414285714285715,27.8,14.3,7.6,42.55,60.0,42.053333333333335,13.5,0,0,0,0,1,42.5,41.11,40.55,41.23,38.33,41.677499999999995,1.005165823798921,41.520833333333336,0.8022681141515142,39.623888888888885,3.430229203795616,4,2025,0.49999999999999994,0.8660254037844387,0.4647231720437685,0.8854560256532099
Kiambu,2025-01-27,60.0,0.0,42.30166666666667,0.0,18.514285714285712,25.1,13.6,21.8,42.30166666666667,60.0,42.45055555555555,11.500000000000002,0,1,0,0,1,42.55,42.5,41.11,40.55,41.11,42.11541666666667,0.6788025608869508,41.66979166666667,0.8253870845159934,39.862361111111106,3.514715131230925,5,2025,0.49999999999999994,0.8660254037844387,0.5680647467311558,0.8229838658936564
Kiambu,2025-02-03,60.0,0.0,42.55,0.0,19.985714285714288,27.9,13.8,0.2,42.55,60.0,42.467222222222226,14.099999999999998,0,0,0,0,2,42.30166666666667,42.55,42.5,41.11,42.306666666666665,42.47541666666667,0.11820709228584196,41.700208333333336,0.8561210220320346,40.630694444444444,2.9131843677965708,6,2025,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011
Kiambu,2025-02-10,60.0,0.0,41.974,0.0,20.585714285714285,28.1,14.6,4.9,41.974,60.0,42.27522222222222,13.500000000000002,0,0,0,0,2,42.55,42.30166666666667,42.55,42.5,40.81,42.343916666666665,0.27298600900251535,41.845708333333334,0.7786188716068444,41.44352777777778,1.2243509305661988,7,2025,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953
Kiambu,2025-08-04,60.0,0.0,44.22,0.0,16.02857142857143,24.1,9.5,27.999999999999996,44.22,60.0,42.91466666666667,14.600000000000001,0,1,0,0,8,41.974,42.55,42.30166666666667,42.55,41.23,42.76141666666666,1.000592727115061,42.21945833333333,1.0944263400928242,41.93436111111111,1.0274912809807322,32,2025,-0.8660254037844384,-0.5000000000000004,-0.663122658240795,-0.7485107481711013
Kiambu,2025-08-11,60.0,0.0,42.22285714285714,0.0,16.685714285714287,23.5,10.8,17.7,42.22285714285714,60.0,42.80561904761904,12.7,0,0,0,0,8,44.22,41.974,42.55,42.30166666666667,40.55,42.74171428571428,1.0133576169664629,42.42856547619047,0.8658189471610784,42.027099206349206,0.9960638955648388,33,2025,-0.8660254037844384,-0.5000000000000004,-0.7485107481711011,-0.6631226582407952
Kiambu,2025-08-18,60.0,0.0,41.11,0.0,16.185714285714287,23.0,12.2,28.7,41.11,60.0,42.51761904761904,10.8,0,1,0,0,8,42.22285714285714,44.22,41.974,42.55,41.11,42.38171428571428,1.3150434875507626,42.42856547619048,0.8658189471610784,41.92737698412699,1.0250124103321698,34,2025,-0.8660254037844384,-0.5000000000000004,-0.8229838658936564,-0.5680647467311559
Kiambu,2025-08-25,60.0,0.0,42.22,0.0,17.314285714285713,24.4,10.9,1.7000000000000002,42.22,60.0,41.85095238095238,13.499999999999998,0,0,0,0,8,41.11,42.22285714285714,44.22,41.974,42.5,42.443214285714284,1.2952232360842386,42.393565476190474,0.8681749174897634,42.04487698412698,0.9642979905066336,35,2025,-0.8660254037844384,-0.5000000000000004,-0.8854560256532096,-0.4647231720437691
Kiambu,2025-09-01,60.0,0.0,42.22,0.0,17.642857142857142,25.0,10.8,0.30000000000000004,42.22,60.0,41.85,14.2,0,0,0,0,9,42.22,41.11,42.22285714285714,44.22,42.55,41.943214285714284,0.5554778233601474,42.352315476190476,0.8675198248697445,42.12737698412698,0.9299826650815971,36,2025,-1.0,-1.8369701987210297e-16,-0.9350162426854147,-0.3546048870425359
Kiambu,2025-09-08,60.0,0.0,42.22,0.0,18.314285714285713,26.0,11.4,1.7,42.22,60.0,42.22,14.6,0,0,0,0,9,42.22,42.22,41.11,42.22285714285714,42.30166666666667,41.942499999999995,0.5550000000000274,42.34210714285714,0.868680685092712,42.26654365079365,0.7863377640311986,37,2025,-1.0,-1.8369701987210297e-16,-0.970941817426052,-0.23931566428755774
Kiambu,2025-09-15,60.0,0.0,43.33,0.0,18.542857142857144,26.3,11.8,7.199999999999999,43.33,60.0,42.589999999999996,14.5,0,0,0,0,9,42.22,42.22,42.22,41.11,42.55,42.4975,0.5550000000000131,42.43960714285714,0.9364755954195528,42.451543650793646,0.7498026443995133,38,2025,-1.0,-1.8369701987210297e-16,-0.992708874098054,-0.12053668025532357
Kiambu,2025-09-22,60.0,0.0,43.33,0.0,18.571428571428573,26.8,11.2,3.7,43.33,60.0,42.96,15.600000000000001,0,0,0,0,9,43.33,42.22,42.22,42.22,41.974,42.775,0.6408587988004909,42.60910714285714,0.962517028738878,42.52071031746032,0.791785856459521,39,2025,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
Kiambu,2025-09-29,60.0,0.0,41.11,0.0,18.599999999999998,27.6,11.4,5.0,41.11,60.0,42.589999999999996,16.200000000000003,0,0,0,0,9,43.33,43.33,42.22,42.22,44.22,42.4975,1.0627440896095401,42.22035714285714,0.8390817381312679,42.400710317460316,0.8899754328411373,40,2025,-1.0,-1.8369701987210297e-16,-0.992708874098054,0.1205366802553232
Kiambu,2025-10-06,60.0,0.0,41.11,0.0,18.157142857142855,24.9,12.1,15.4,41.11,60.0,41.85,12.799999999999999,0,0,0,0,10,41.11,43.33,43.33,42.22,42.22285714285714,42.22,1.2817175976009734,42.08125,0.9263204860399181,42.301404761904756,0.9653262915217327,41,2025,-0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738
Kirinyaga,2021-08-09,31.0,1.4142135623730951,48.89,0.0,21.357142857142858,29.8,15.1,8.4,48.89,28.573333333333334,48.89,14.700000000000001,0,0,0,0,8,48.89,48.89,48.89,48.89,48.89,48.89,0.0,48.89,0.0,48.89,0.0,32,2021,-0.8660254037844384,-0.5000000000000004,-0.663122658240795,-0.7485107481711013
Kirinyaga,2021-08-16,28.22,5.345727265770297,48.89,0.0,22.0,29.2,16.5,4.2,48.89,28.813333333333333,48.89,12.7,0,0,0,0,8,48.89,48.89,48.89,48.89,48.89,48.89,0.0,48.89,0.0,48.89,0.0,33,2021,-0.8660254037844384,-0.5000000000000004,-0.7485107481711011,-0.6631226582407952
Kirinyaga,2021-08-23,27.22,3.2100674966943177,48.89,0.0,22.357142857142858,32.0,14.7,0.3,48.89,28.813333333333333,48.89,17.3,0,0,1,0,8,48.89,48.89,48.89,48.89,48.89,48.89,0.0,48.89,0.0,48.89,0.0,34,2021,-0.8660254037844384,-0.5000000000000004,-0.8229838658936564,-0.5680647467311559
Kirinyaga,2021-08-30,26.887999999999998,4.261281497390193,48.89,0.0,22.385714285714283,30.8,16.0,1.7,48.89,27.442666666666668,48.89,14.8,0,0,1,0,8,48.89,48.89,48.89,48.89,48.89,48.89,0.0,48.89,0.0,48.89,0.0,35,2021,-0.8660254037844384,-0.5000000000000004,-0.8854560256532096,-0.4647231720437691
Kirinyaga,2021-09-06,26.222,3.8980533603325656,48.89,0.0,21.82857142857143,28.9,16.6,5.5,48.89,26.776666666666667,48.89,12.299999999999997,0,0,0,0,9,48.89,48.89,48.89,48.89,48.89,48.89,0.0,48.89,0.0,48.89,0.0,36,2021,-1.0,-1.8369701987210297e-16,-0.9350162426854147,-0.3546048870425359
Kirinyaga,2021-09-13,26.0,3.202912736869365,48.89,0.0,23.042857142857144,31.5,16.3,3.6,48.89,26.37,48.89,15.2,0,0,1,0,9,48.89,48.89,48.89,48.89,48.89,48.89,0.0,48.89,0.0,48.89,0.0,37,2021,-1.0,-1.8369701987210297e-16,-0.970941817426052,-0.23931566428755774
Kirinyaga,2021-09-20,27.314999999999998,2.948998134960414,48.89,0.0,22.914285714285715,30.6,15.4,3.7,48.89,26.51233333333333,48.89,15.200000000000001,0,0,1,0,9,48.89,48.89,48.89,48.89,48.89,48.89,0.0,48.89,0.0,48.89,0.0,38,2021,-1.0,-1.8369701987210297e-16,-0.992708874098054,-0.12053668025532357
Kirinyaga,2021-09-27,28.112000000000002,2.2078428386096687,48.89,0.0,23.599999999999998,31.7,15.6,2.8,48.89,27.142333333333337,48.89,16.1,0,0,1,0,9,48.89,48.89,48.89,48.89,48.89,48.89,0.0,48.89,0.0,48.89,0.0,39,2021,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
Kirinyaga,2021-10-04,27.36,3.0569701775886955,48.89,0.0,24.085714285714285,31.6,15.9,1.0,48.89,27.59566666666667,48.89,15.700000000000001,0,0,1,0,10,48.89,48.89,48.89,48.89,48.89,48.89,0.0,48.89,0.0,48.89,0.0,40,2021,-0.8660254037844386,0.5000000000000001,-0.992708874098054,0.1205366802553232
Kirinyaga,2021-10-11,26.853333333333335,2.7394403321359886,48.89,0.0,24.114285714285717,32.2,17.5,3.7,48.89,27.441777777777776,48.89,14.700000000000003,0,0,1,0,10,48.89,48.89,48.89,48.89,48.89,48.89,0.0,48.89,0.0,48.89,0.0,41,2021,-0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738
Kirinyaga,2021-10-18,28.112000000000002,2.5928208576760574,48.89,0.0,22.928571428571427,32.2,16.4,31.400000000000002,48.89,27.441777777777776,48.89,15.800000000000004,0,1,1,0,10,48.89,48.89,48.89,48.89,48.89,48.89,0.0,48.89,0.0,48.89,0.0,42,2021,-0.8660254037844386,0.5000000000000001,-0.9350162426854148,0.35460488704253557
Kirinyaga,2021-10-25,28.518333333333334,2.758988341161787,48.89,0.0,22.728571428571428,30.9,16.0,40.4,48.89,27.82788888888889,48.89,14.899999999999999,0,1,1,0,10,48.89,48.89,48.89,48.89,48.89,48.89,0.0,48.89,0.0,48.89,0.0,43,2021,-0.8660254037844386,0.5000000000000001,-0.8854560256532101,0.464723172043768
Kirinyaga,2021-11-01,30.0,2.10607692167214,48.89,0.0,23.542857142857144,31.0,17.2,3.5,48.89,28.87677777777778,48.89,13.8,0,0,1,0,11,48.89,48.89,48.89,48.89,48.89,48.89,0.0,48.89,0.0,48.89,0.0,44,2021,-0.5000000000000004,0.8660254037844384,-0.822983865893657,0.5680647467311548
Kirinyaga,2021-11-08,28.0575,2.288323622217802,48.89,0.0,23.285714285714285,31.8,16.3,8.8,48.89,28.858611111111113,48.89,15.5,0,0,1,0,11,48.89,48.89,48.89,48.89,48.89,48.89,0.0,48.89,0.0,48.89,0.0,45,2021,-0.5000000000000004,0.8660254037844384,-0.7485107481711011,0.6631226582407952
Kirinyaga,2021-11-15,29.075,1.4753677507658887,48.89,0.0,23.099999999999998,30.8,17.8,8.2,48.89,29.04416666666667,48.89,13.0,0,0,1,0,11,48.89,48.89,48.89,48.89,48.89,48.89,0.0,48.89,0.0,48.89,0.0,46,2021,-0.5000000000000004,0.8660254037844384,-0.6631226582407955,0.7485107481711007
Kirinyaga,2021-11-22,30.09166666666667,2.8616318188520804,48.89,0.0,23.014285714285712,32.3,16.5,41.7,48.89,29.074722222222224,48.89,15.799999999999997,0,1,1,0,11,48.89,48.89,48.89,48.89,48.89,48.89,0.0,48.89,0.0,48.89,0.0,47,2021,-0.5000000000000004,0.8660254037844384,-0.5680647467311559,0.8229838658936564
Kirinyaga,2021-11-29,31.296666666666667,2.7595265294370095,48.89,0.0,20.228571428571428,27.0,16.1,37.699999999999996,48.89,30.154444444444447,48.89,10.899999999999999,0,1,0,0,11,48.89,48.89,48.89,48.89,48.89,48.89,0.0,48.89,0.0,48.89,0.0,48,2021,-0.5000000000000004,0.8660254037844384,-0.4647231720437684,0.88545602565321
Kirinyaga,2021-12-06,31.803999999999995,2.8531876909870477,48.89,0.0,21.114285714285717,27.9,14.4,12.4,48.89,31.064111111111107,48.89,13.499999999999998,0,0,0,0,12,48.89,48.89,48.89,48.89,48.89,48.89,0.0,48.89,0.0,48.89,0.0,49,2021,-2.4492935982947064e-16,1.0,-0.35460488704253595,0.9350162426854147
Kirinyaga,2021-12-13,30.37,0.573201535238697,48.89,0.0,20.985714285714288,27.8,15.7,30.9,48.89,31.156888888888886,48.89,12.100000000000001,0,1,0,0,12,48.89,48.89,48.89,48.89,48.89,48.89,0.0,48.89,0.0,48.89,0.0,50,2021,-2.4492935982947064e-16,1.0,-0.2393156642875578,0.970941817426052
Kirinyaga,2021-12-20,33.332,3.333334666666399,48.89,0.0,21.24285714285714,28.5,15.4,31.1,48.89,31.835333333333335,48.89,13.1,0,1,0,0,12,48.89,48.89,48.89,48.89,48.89,48.89,0.0,48.89,0.0,48.89,0.0,51,2021,-2.4492935982947064e-16,1.0,-0.12053668025532363,0.992708874098054
Kirinyaga,2021-12-27,33.332499999999996,3.5143456005350413,48.89,0.0,21.314285714285713,29.2,14.9,5.3999999999999995,48.89,32.344833333333334,48.89,14.299999999999999,0,0,0,0,12,48.89,48.89,48.89,48.89,48.89,48.89,0.0,48.89,0.0,48.89,0.0,52,2021,-2.4492935982947064e-16,1.0,6.432490598706546e-16,1.0
Kirinyaga,2022-01-03,32.406666666666666,3.0968995247935753,48.89,0.0,21.928571428571427,30.1,13.9,4.800000000000001,48.89,33.023722222222226,48.89,16.200000000000003,0,0,1,0,1,48.89,48.89,48.89,48.89,48.89,48.89,0.0,48.89,0.0,48.89,0.0,1,2022,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054
